threadId,messageId,label,skipped,subject,from,snippet
"","1924541de83fa07f","","not-job-related","Cast your votes for the Imagination Fund and apply by 10/10","",""
"19244b8dfb97d75c","19244b8dfb97d75c","Application","","Thanks for applying!","Monday Girl <concierge@mondaygirl.ca>",""
"","19244b69abd5f3b7","","not-job-related","Re: Website Design Help","",""
"","19244a9d23ec7f76","","not-job-related","Re: Website Design Help","",""
"19244511d4beec27","19244511d4beec27","Application","","Yutong Hu, The Fountain Group has an open position","ZipRecruiter <alerts@ziprecruiter.com>",""
"","19243d71368a430a","","not-job-related","Your Squarespace trial is ending","",""
"","19243ce5409b9d7f","","not-job-related","Re: Website Design Help","",""
"","19243c52cdcb2704","","not-job-related","Meet Alex, your Sunday Serendipity!","",""
"","19243424e14be92f","","not-job-related","New Free and Premium designs from rawpixel","",""
"192433c5a7f189e8","192433c5a7f189e8","Application","","Yutong, don't miss these new Designer jobs","Lensa <jobalert@lensa.com>",""
"192433c4ee11c3b8","192433c4ee11c3b8","Application","","Employer Posted Graphic Design Intern Job Leads You Should Apply to Now","Lensa <jobalert@lensa.com>",""
"192433c4e4dfd2f6","192433c4e4dfd2f6","Application","","Employer Posted Graphic Design Internship Job Leads You Should Apply to Now","Lensa <jobalert@lensa.com>",""
"192433c4b897eb0f","192433c4b897eb0f","Application","","Yutong, have you seen these new Graphic Designer jobs?","Lensa <jobalert@lensa.com>",""
"192433c28824a467","192433c28824a467","Application","","We think You and M&c Saatchi Group could be a great match","Lensa <jobalert@lensa.com>",""
"192433bfb0a8c949","192433bfb0a8c949","Application","","We think You and Figma could be a great match","Lensa <jobalert@lensa.com>",""
"192433be54d2a834","192433be54d2a834","Application","","Check out these new Creative Director jobs","Lensa <jobalert@lensa.com>",""
"192433be21f27b81","192433be21f27b81","Application","","Yutong, don't miss these new Art Director jobs","Lensa <jobalert@lensa.com>",""
"192433bdda11f9c0","192433bdda11f9c0","Application","","Mvpr has Marketing Intern jobs in New York, NY that you should check out","Lensa <jobalert@lensa.com>",""
"","1924309c84348f8a","","not-job-related","Great work! Your milestone was approved 🎉","",""
"","19242a9e6447138c","","no-match","She's a special one","",""
"192425fd04e9bc2e","192425fd04e9bc2e","Application","","Be the first to apply to Freelance Graphics Designer at G-III Apparel Group","Lensa 24 <lensa24@lensa.com>",""
"","19241bc7ca4aa262","","not-job-related","The Weekly Edit","",""
"","19241a879de91d6b","","not-job-related","🌱Welcome to meet the fantastic world in Pngtree","",""
"","1924156223e12935","","not-job-related","Don’t forget to complete your Working Not Working Profile, Yutong.","",""
"","19241168f013713b","","not-job-related","⭐ Your Free Brand Guide Template is Ready!","",""
"1924111272695523","1924111272695523","Application","","YUTONG: Applicants Requested","""A.I. Work Matches"" <Listings@mezzos.net>",""
"","1924110e7072d69c","","not-job-related","✅ Yutong, finish setting up your Apple iPhone device with the latest Google apps","",""
"","192410ff8f78f2fb","","not-job-related","Security alert","",""
"19240f1c59abd939","19240f1c59abd939","Application","","YUTONG: Immediate Employment","9-30-24 <Listings@careerisland.net>",""
"19240ee46fc4a6c0","19240ee46fc4a6c0","Application","","Applicants Requested","Work Openings <Listings@bizzjobs.com>",""
"","19240c2274fe168b","","not-job-related","Reminder that your Prime membership is renewing soon","",""
"1920b1b2fcf89d04","1924080103867101","Application","","Re: Let's Do It!","Yutong Hu <sayhitoyutonghu@gmail.com>",""
"","192407f5211166c6","","no-match","Get $10.00 off at Hermosa Hair","",""
"","1924059999b73e01","","no-match","Base Design just posted something that might be of interest to you","",""
"19240426109f82ed","19240426109f82ed","Application","","Just in: Beauty By Imagination (Bbi) has new Graphic Design Intern jobs open","Lensa Aggregated <aggregated@lensa.com>",""
"","192400a7aace86c6","","not-job-related","Re: Let's Do It!","",""
"1920b1b2fcf89d04","1923fe44d4733bf2","Application","","Re: Let's Do It!","Yutong Hu <sayhitoyutonghu@gmail.com>",""
"","1923fddae71d4a1a","","not-job-related","Pinterest account security alert: Did you login from a new device?","",""
"","1923fcaf27e561cd","","not-job-related","Re: Let's Do It!","",""
"1920b1b2fcf89d04","1923fa4b82a17c52","Application","","Re: Let's Do It!","Yutong Hu <sayhitoyutonghu@gmail.com>",""
"1923f4dc7c0ce923","1923f4dc7c0ce923","Application","","SOLOMON PAGE has a DESIGNER WOMEN S opening now","ZipRecruiter <alerts@ziprecruiter.com>",""
"","1923f104bd7df42c","","not-job-related","Last Call: Get 50% off on email signature PRO plan","",""
"","1923e7e8d765f3f3","","not-job-related","yutong, make data-driven decisions","",""
"1923e7738708898f","1923e7738708898f","Application","","Bestlogic Staffing has Graphic Design Intern job in Rocky Hill, CT","Dennis Gorelik <jobalertwfh@postjobfree.com>",""
"1923e22c006448b3","1923e22c006448b3","Application","","We received Design Director jobs in New York, NY that you should check out","Lensa <jobalert@lensa.com>",""
"1923e21dc5cdb1f1","1923e21dc5cdb1f1","Application","","Graphic Design Internship jobs (Remote)","Lensa <jobalert@lensa.com>",""
"1923e1f13ea5e3e3","1923e1f13ea5e3e3","Application","","We think You and Special Edition Press Nyc could be a great match","Lensa <jobalert@lensa.com>",""
"1923e1d47337c053","1923e1d47337c053","Application","","Apply for these new Design Intern jobs in New York, NY today","Lensa <jobalert@lensa.com>",""
"1923e1d41c1920ab","1923e1d41c1920ab","Application","","Yutong, don't miss these new Creative Director jobs","Lensa <jobalert@lensa.com>",""
